Region,Time,date,day,Westbound,Eastbound,count
K,14,9/21/2021,Tue,6,6,12
K,14,9/21/2021,Tue,8,6,14
K,14,9/21/2021,Tue,2,4,6
K,14,9/21/2021,Tue,4,4,8
K,15,9/21/2021,Tue,5,6,11
K,15,9/21/2021,Tue,6,7,13
K,15,9/21/2021,Tue,11,12,23
K,15,9/21/2021,Tue,5,10,15
K,16,9/21/2021,Tue,10,9,19
K,16,9/21/2021,Tue,9,12,21
K,16,9/21/2021,Tue,6,1,7
K,16,9/21/2021,Tue,1,10,11
K,17,9/21/2021,Tue,3,8,11
K,17,9/21/2021,Tue,3,9,12
K,17,9/21/2021,Tue,2,1,3
K,17,9/21/2021,Tue,2,1,3
K,18,9/21/2021,Tue,3,5,8
K,18,9/21/2021,Tue,1,0,1
K,18,9/21/2021,Tue,3,3,6
K,18,9/21/2021,Tue,3,2,5
K,19,9/21/2021,Tue,7,0,7
K,19,9/21/2021,Tue,1,4,5
K,19,9/21/2021,Tue,1,1,2
K,19,9/21/2021,Tue,2,1,3
K,20,9/21/2021,Tue,2,0,2
K,20,9/21/2021,Tue,0,0,0
K,20,9/21/2021,Tue,2,3,5
K,20,9/21/2021,Tue,0,0,0
K,21,9/21/2021,Tue,0,0,0
K,21,9/21/2021,Tue,0,0,0
K,21,9/21/2021,Tue,0,3,3
K,21,9/21/2021,Tue,0,0,0
K,22,9/21/2021,Tue,1,1,2
K,22,9/21/2021,Tue,0,0,0
K,22,9/21/2021,Tue,0,0,0
K,22,9/21/2021,Tue,0,0,0
K,23,9/21/2021,Tue,0,0,0
K,23,9/21/2021,Tue,0,0,0
K,23,9/21/2021,Tue,0,0,0
K,23,9/21/2021,Tue,0,0,0
K,0,9/22/2021,Wed,0,0,0
K,0,9/22/2021,Wed,0,0,0
K,0,9/22/2021,Wed,0,0,0
K,0,9/22/2021,Wed,0,0,0
K,1,9/22/2021,Wed,0,0,0
K,1,9/22/2021,Wed,0,0,0
K,1,9/22/2021,Wed,0,0,0
K,1,9/22/2021,Wed,0,0,0
K,2,9/22/2021,Wed,0,0,0
K,2,9/22/2021,Wed,1,0,1
K,2,9/22/2021,Wed,0,0,0
K,2,9/22/2021,Wed,0,0,0
K,3,9/22/2021,Wed,0,0,0
K,3,9/22/2021,Wed,0,0,0
K,3,9/22/2021,Wed,0,0,0
K,3,9/22/2021,Wed,0,0,0
K,4,9/22/2021,Wed,0,0,0
K,4,9/22/2021,Wed,0,2,2
K,4,9/22/2021,Wed,0,0,0
K,4,9/22/2021,Wed,0,0,0
K,5,9/22/2021,Wed,0,0,0
K,5,9/22/2021,Wed,0,0,0
K,5,9/22/2021,Wed,0,1,1
K,5,9/22/2021,Wed,0,0,0
K,6,9/22/2021,Wed,3,3,6
K,6,9/22/2021,Wed,0,0,0
K,6,9/22/2021,Wed,0,0,0
K,6,9/22/2021,Wed,2,0,2
K,7,9/22/2021,Wed,1,1,2
K,7,9/22/2021,Wed,1,0,1
K,7,9/22/2021,Wed,2,1,3
K,7,9/22/2021,Wed,3,0,3
K,8,9/22/2021,Wed,1,0,1
K,8,9/22/2021,Wed,6,6,12
K,8,9/22/2021,Wed,6,4,10
K,8,9/22/2021,Wed,8,9,17
K,9,9/22/2021,Wed,1,4,5
K,9,9/22/2021,Wed,0,2,2
K,9,9/22/2021,Wed,0,1,1
K,9,9/22/2021,Wed,6,3,9
K,10,9/22/2021,Wed,2,6,8
K,10,9/22/2021,Wed,10,9,19
K,10,9/22/2021,Wed,4,3,7
K,10,9/22/2021,Wed,1,0,1
K,11,9/22/2021,Wed,2,3,5
K,11,9/22/2021,Wed,0,0,0
K,11,9/22/2021,Wed,4,6,10
K,11,9/22/2021,Wed,4,3,7
K,12,9/22/2021,Wed,1,1,2
K,12,9/22/2021,Wed,2,1,3
K,12,9/22/2021,Wed,4,3,7
K,12,9/22/2021,Wed,5,3,8
K,13,9/22/2021,Wed,5,10,15
K,13,9/22/2021,Wed,6,5,11
K,13,9/22/2021,Wed,7,9,16
K,13,9/22/2021,Wed,1,2,3
K,14,9/22/2021,Wed,8,5,13
K,14,9/22/2021,Wed,5,2,7
K,14,9/22/2021,Wed,3,6,9
K,14,9/22/2021,Wed,5,2,7
K,15,9/22/2021,Wed,5,5,10
K,15,9/22/2021,Wed,8,6,14
K,15,9/22/2021,Wed,2,3,5
K,15,9/22/2021,Wed,5,4,9
K,16,9/22/2021,Wed,10,6,16
K,16,9/22/2021,Wed,3,2,5
K,16,9/22/2021,Wed,0,1,1
K,16,9/22/2021,Wed,4,3,7
K,17,9/22/2021,Wed,5,4,9
K,17,9/22/2021,Wed,3,2,5
K,17,9/22/2021,Wed,4,4,8
K,17,9/22/2021,Wed,3,8,11
K,18,9/22/2021,Wed,2,4,6
K,18,9/22/2021,Wed,6,4,10
K,18,9/22/2021,Wed,2,4,6
K,18,9/22/2021,Wed,0,1,1
K,19,9/22/2021,Wed,5,2,7
K,19,9/22/2021,Wed,1,0,1
K,19,9/22/2021,Wed,3,1,4
K,19,9/22/2021,Wed,2,2,4
K,20,9/22/2021,Wed,3,1,4
K,20,9/22/2021,Wed,0,0,0
K,20,9/22/2021,Wed,0,0,0
K,20,9/22/2021,Wed,0,0,0
K,21,9/22/2021,Wed,0,0,0
K,21,9/22/2021,Wed,1,1,2
K,21,9/22/2021,Wed,0,0,0
K,21,9/22/2021,Wed,0,0,0
K,22,9/22/2021,Wed,0,0,0
K,22,9/22/2021,Wed,0,0,0
K,22,9/22/2021,Wed,0,0,0
K,22,9/22/2021,Wed,0,0,0
K,23,9/22/2021,Wed,0,0,0
K,23,9/22/2021,Wed,0,0,0
K,23,9/22/2021,Wed,1,0,1
K,23,9/22/2021,Wed,0,0,0
L,0,9/16/2021,Thu,0,6,6
L,0,9/16/2021,Thu,1,0,1
L,0,9/16/2021,Thu,2,0,2
L,0,9/16/2021,Thu,3,1,4
L,1,9/16/2021,Thu,0,0,0
L,1,9/16/2021,Thu,0,0,0
L,1,9/16/2021,Thu,0,0,0
L,1,9/16/2021,Thu,0,0,0
L,2,9/16/2021,Thu,0,0,0
L,2,9/16/2021,Thu,0,0,0
L,2,9/16/2021,Thu,0,0,0
L,2,9/16/2021,Thu,0,0,0
L,3,9/16/2021,Thu,0,0,0
L,3,9/16/2021,Thu,0,0,0
L,3,9/16/2021,Thu,0,0,0
L,3,9/16/2021,Thu,0,0,0
L,4,9/16/2021,Thu,0,0,0
L,4,9/16/2021,Thu,0,0,0
L,4,9/16/2021,Thu,0,0,0
L,4,9/16/2021,Thu,0,0,0
L,5,9/16/2021,Thu,0,0,0
L,5,9/16/2021,Thu,0,0,0
L,5,9/16/2021,Thu,0,1,1
L,5,9/16/2021,Thu,0,0,0
L,6,9/16/2021,Thu,0,1,1
L,6,9/16/2021,Thu,1,4,5
L,6,9/16/2021,Thu,0,0,0
L,6,9/16/2021,Thu,0,1,1
L,7,9/16/2021,Thu,0,0,0
L,7,9/16/2021,Thu,1,0,1
L,7,9/16/2021,Thu,0,0,0
L,7,9/16/2021,Thu,1,0,1
L,8,9/16/2021,Thu,2,2,4
L,8,9/16/2021,Thu,0,0,0
L,8,9/16/2021,Thu,1,4,5
L,8,9/16/2021,Thu,2,1,3
L,9,9/16/2021,Thu,3,1,4
L,9,9/16/2021,Thu,0,1,1
L,9,9/16/2021,Thu,2,1,3
L,9,9/16/2021,Thu,4,5,9
L,10,9/16/2021,Thu,0,0,0
L,10,9/16/2021,Thu,1,3,4
L,10,9/16/2021,Thu,5,2,7
L,10,9/16/2021,Thu,0,0,0
L,11,9/16/2021,Thu,0,4,4
L,11,9/16/2021,Thu,4,1,5
L,11,9/16/2021,Thu,0,3,3
L,11,9/16/2021,Thu,1,0,1
L,12,9/16/2021,Thu,1,7,8
L,12,9/16/2021,Thu,2,7,9
L,12,9/16/2021,Thu,5,6,11
L,12,9/16/2021,Thu,7,7,14
L,13,9/16/2021,Thu,3,6,9
L,13,9/16/2021,Thu,7,4,11
L,13,9/16/2021,Thu,3,5,8
L,13,9/16/2021,Thu,1,6,7
L,14,9/16/2021,Thu,6,2,8
L,14,9/16/2021,Thu,2,2,4
L,14,9/16/2021,Thu,3,2,5
L,14,9/16/2021,Thu,1,4,5
L,15,9/16/2021,Thu,7,6,13
L,15,9/16/2021,Thu,1,1,2
L,15,9/16/2021,Thu,3,4,7
L,15,9/16/2021,Thu,5,2,7
L,16,9/16/2021,Thu,0,0,0
L,16,9/16/2021,Thu,6,5,11
L,16,9/16/2021,Thu,1,3,4
L,16,9/16/2021,Thu,4,1,5
L,17,9/16/2021,Thu,2,2,4
L,17,9/16/2021,Thu,1,2,3
L,17,9/16/2021,Thu,1,1,2
L,17,9/16/2021,Thu,4,7,11
L,18,9/16/2021,Thu,3,0,3
L,18,9/16/2021,Thu,6,10,16
L,18,9/16/2021,Thu,2,4,6
L,18,9/16/2021,Thu,1,6,7
L,19,9/16/2021,Thu,8,7,15
L,19,9/16/2021,Thu,5,4,9
L,19,9/16/2021,Thu,5,3,8
L,19,9/16/2021,Thu,6,1,7
L,20,9/16/2021,Thu,4,9,13
L,20,9/16/2021,Thu,4,1,5
L,20,9/16/2021,Thu,2,0,2
L,20,9/16/2021,Thu,0,0,0
L,21,9/16/2021,Thu,0,1,1
L,21,9/16/2021,Thu,0,0,0
L,21,9/16/2021,Thu,0,0,0
L,21,9/16/2021,Thu,0,0,0
L,22,9/16/2021,Thu,0,0,0
L,22,9/16/2021,Thu,3,0,3
L,22,9/16/2021,Thu,0,0,0
L,22,9/16/2021,Thu,0,1,1
L,23,9/16/2021,Thu,0,0,0
L,23,9/16/2021,Thu,0,0,0
L,23,9/16/2021,Thu,0,0,0
L,23,9/16/2021,Thu,0,0,0
L,0,9/17/2021,Fri,0,0,0
L,0,9/17/2021,Fri,0,0,0
L,0,9/17/2021,Fri,0,0,0
L,0,9/17/2021,Fri,1,0,1
L,1,9/17/2021,Fri,0,0,0
L,1,9/17/2021,Fri,0,0,0
L,1,9/17/2021,Fri,0,0,0
L,1,9/17/2021,Fri,0,0,0
L,2,9/17/2021,Fri,0,0,0
L,2,9/17/2021,Fri,0,0,0
L,2,9/17/2021,Fri,0,0,0
L,2,9/17/2021,Fri,0,0,0
L,3,9/17/2021,Fri,0,0,0
L,3,9/17/2021,Fri,0,0,0
L,3,9/17/2021,Fri,0,0,0
L,3,9/17/2021,Fri,0,0,0
L,4,9/17/2021,Fri,0,0,0
L,4,9/17/2021,Fri,0,0,0
L,4,9/17/2021,Fri,0,0,0
L,4,9/17/2021,Fri,0,0,0
L,5,9/17/2021,Fri,0,0,0
L,5,9/17/2021,Fri,0,0,0
L,5,9/17/2021,Fri,0,0,0
L,5,9/17/2021,Fri,0,0,0
L,6,9/17/2021,Fri,1,0,1
L,6,9/17/2021,Fri,0,1,1
L,6,9/17/2021,Fri,0,0,0
L,6,9/17/2021,Fri,0,0,0
L,7,9/17/2021,Fri,1,2,3
L,7,9/17/2021,Fri,0,0,0
L,7,9/17/2021,Fri,0,6,6
L,7,9/17/2021,Fri,2,0,2
L,8,9/17/2021,Fri,1,0,1
L,8,9/17/2021,Fri,0,0,0
L,8,9/17/2021,Fri,1,1,2
L,8,9/17/2021,Fri,1,10,11
L,9,9/17/2021,Fri,0,4,4
L,9,9/17/2021,Fri,4,3,7
L,9,9/17/2021,Fri,2,1,3
L,9,9/17/2021,Fri,2,1,3
L,10,9/17/2021,Fri,2,5,7
L,10,9/17/2021,Fri,5,4,9
L,10,9/17/2021,Fri,4,4,8
L,10,9/17/2021,Fri,2,4,6
L,11,9/17/2021,Fri,3,2,5
L,11,9/17/2021,Fri,1,3,4
L,11,9/17/2021,Fri,5,5,10
L,11,9/17/2021,Fri,0,6,6
L,12,9/17/2021,Fri,6,2,8
L,12,9/17/2021,Fri,4,2,6
L,12,9/17/2021,Fri,6,7,13
L,12,9/17/2021,Fri,2,4,6
L,13,9/17/2021,Fri,3,3,6
L,13,9/17/2021,Fri,2,1,3
L,13,9/17/2021,Fri,4,7,11
L,13,9/17/2021,Fri,1,2,3
L,14,9/17/2021,Fri,4,2,6
L,14,9/17/2021,Fri,5,2,7
L,14,9/17/2021,Fri,0,4,4
L,14,9/17/2021,Fri,1,2,3
L,15,9/17/2021,Fri,7,3,10
L,15,9/17/2021,Fri,3,2,5
L,15,9/17/2021,Fri,4,3,7
L,15,9/17/2021,Fri,1,4,5
L,16,9/17/2021,Fri,1,4,5
L,16,9/17/2021,Fri,3,0,3
L,16,9/17/2021,Fri,2,1,3
L,16,9/17/2021,Fri,2,4,6
L,17,9/17/2021,Fri,3,2,5
L,17,9/17/2021,Fri,5,3,8
L,17,9/17/2021,Fri,6,7,13
L,17,9/17/2021,Fri,4,9,13
L,18,9/17/2021,Fri,8,6,14
L,18,9/17/2021,Fri,3,4,7
L,18,9/17/2021,Fri,4,5,9
L,18,9/17/2021,Fri,6,5,11
L,19,9/17/2021,Fri,1,6,7
L,19,9/17/2021,Fri,4,15,19
L,19,9/17/2021,Fri,9,7,16
L,19,9/17/2021,Fri,15,7,22
L,20,9/17/2021,Fri,8,2,10
L,20,9/17/2021,Fri,6,5,11
L,20,9/17/2021,Fri,7,9,16
L,20,9/17/2021,Fri,0,0,0
L,21,9/17/2021,Fri,2,4,6
L,21,9/17/2021,Fri,2,2,4
L,21,9/17/2021,Fri,2,0,2
L,21,9/17/2021,Fri,2,0,2
L,22,9/17/2021,Fri,1,0,1
L,22,9/17/2021,Fri,1,0,1
L,22,9/17/2021,Fri,0,1,1
L,22,9/17/2021,Fri,1,1,2
L,23,9/17/2021,Fri,1,0,1
L,23,9/17/2021,Fri,0,0,0
L,23,9/17/2021,Fri,0,0,0
L,23,9/17/2021,Fri,0,0,0
L,0,9/18/2021,Sat,0,0,0
L,0,9/18/2021,Sat,0,0,0
L,0,9/18/2021,Sat,0,4,4
L,0,9/18/2021,Sat,0,4,4
L,1,9/18/2021,Sat,0,0,0
L,1,9/18/2021,Sat,0,2,2
L,1,9/18/2021,Sat,1,0,1
L,1,9/18/2021,Sat,0,0,0
L,2,9/18/2021,Sat,0,0,0
L,2,9/18/2021,Sat,0,0,0
L,2,9/18/2021,Sat,0,0,0
L,2,9/18/2021,Sat,0,0,0
L,3,9/18/2021,Sat,0,0,0
L,3,9/18/2021,Sat,0,0,0
L,3,9/18/2021,Sat,0,0,0
L,3,9/18/2021,Sat,0,0,0
L,4,9/18/2021,Sat,0,0,0
L,4,9/18/2021,Sat,0,0,0
L,4,9/18/2021,Sat,0,0,0
L,4,9/18/2021,Sat,0,0,0
L,5,9/18/2021,Sat,0,0,0
L,5,9/18/2021,Sat,0,1,1
L,5,9/18/2021,Sat,0,0,0
L,5,9/18/2021,Sat,0,0,0
L,6,9/18/2021,Sat,0,0,0
L,6,9/18/2021,Sat,0,2,2
L,6,9/18/2021,Sat,0,0,0
L,6,9/18/2021,Sat,0,0,0
L,7,9/18/2021,Sat,1,2,3
L,7,9/18/2021,Sat,0,0,0
L,7,9/18/2021,Sat,0,0,0
L,7,9/18/2021,Sat,1,1,2
L,8,9/18/2021,Sat,1,6,7
L,8,9/18/2021,Sat,0,0,0
L,8,9/18/2021,Sat,0,1,1
L,8,9/18/2021,Sat,0,1,1
L,9,9/18/2021,Sat,2,4,6
L,9,9/18/2021,Sat,3,1,4
L,9,9/18/2021,Sat,4,1,5
L,9,9/18/2021,Sat,1,2,3
L,10,9/18/2021,Sat,5,5,10
L,10,9/18/2021,Sat,4,0,4
L,10,9/18/2021,Sat,5,7,12
L,10,9/18/2021,Sat,2,6,8
L,11,9/18/2021,Sat,4,5,9
L,11,9/18/2021,Sat,3,9,12
L,11,9/18/2021,Sat,4,4,8
L,11,9/18/2021,Sat,9,4,13
L,12,9/18/2021,Sat,8,7,15
L,12,9/18/2021,Sat,6,3,9
L,12,9/18/2021,Sat,4,4,8
L,12,9/18/2021,Sat,7,9,16
L,13,9/18/2021,Sat,1,6,7
L,13,9/18/2021,Sat,10,8,18
L,13,9/18/2021,Sat,7,6,13
L,13,9/18/2021,Sat,1,4,5
L,14,9/18/2021,Sat,3,2,5
L,14,9/18/2021,Sat,4,9,13
L,14,9/18/2021,Sat,3,2,5
L,14,9/18/2021,Sat,5,1,6
L,15,9/18/2021,Sat,6,8,14
L,15,9/18/2021,Sat,1,3,4
L,15,9/18/2021,Sat,3,1,4
L,15,9/18/2021,Sat,6,4,10
L,16,9/18/2021,Sat,4,0,4
L,16,9/18/2021,Sat,5,5,10
L,16,9/18/2021,Sat,1,3,4
L,16,9/18/2021,Sat,1,4,5
L,17,9/18/2021,Sat,2,1,3
L,17,9/18/2021,Sat,0,4,4
L,17,9/18/2021,Sat,1,2,3
L,17,9/18/2021,Sat,2,5,7
L,18,9/18/2021,Sat,2,2,4
L,18,9/18/2021,Sat,5,2,7
L,18,9/18/2021,Sat,3,2,5
L,18,9/18/2021,Sat,5,7,12
L,19,9/18/2021,Sat,3,2,5
L,19,9/18/2021,Sat,5,2,7
L,19,9/18/2021,Sat,2,4,6
L,19,9/18/2021,Sat,5,5,10
L,20,9/18/2021,Sat,5,8,13
L,20,9/18/2021,Sat,5,7,12
L,20,9/18/2021,Sat,3,0,3
L,20,9/18/2021,Sat,1,1,2
L,21,9/18/2021,Sat,3,1,4
L,21,9/18/2021,Sat,1,1,2
L,21,9/18/2021,Sat,2,0,2
L,21,9/18/2021,Sat,1,1,2
L,22,9/18/2021,Sat,0,0,0
L,22,9/18/2021,Sat,0,0,0
L,22,9/18/2021,Sat,0,0,0
L,22,9/18/2021,Sat,0,0,0
L,23,9/18/2021,Sat,1,0,1
L,23,9/18/2021,Sat,0,0,0
L,23,9/18/2021,Sat,1,0,1
L,23,9/18/2021,Sat,0,0,0
L,0,9/19/2021,Sun,2,7,9
L,0,9/19/2021,Sun,1,9,10
L,0,9/19/2021,Sun,0,1,1
L,0,9/19/2021,Sun,1,0,1
L,1,9/19/2021,Sun,0,0,0
L,1,9/19/2021,Sun,0,0,0
L,1,9/19/2021,Sun,0,0,0
L,1,9/19/2021,Sun,0,0,0
L,2,9/19/2021,Sun,0,0,0
L,2,9/19/2021,Sun,0,0,0
L,2,9/19/2021,Sun,0,0,0
L,2,9/19/2021,Sun,0,0,0
L,3,9/19/2021,Sun,0,0,0
L,3,9/19/2021,Sun,0,0,0
L,3,9/19/2021,Sun,0,0,0
L,3,9/19/2021,Sun,0,0,0
L,4,9/19/2021,Sun,0,0,0
L,4,9/19/2021,Sun,0,0,0
L,4,9/19/2021,Sun,0,0,0
L,4,9/19/2021,Sun,0,0,0
L,5,9/19/2021,Sun,0,0,0
L,5,9/19/2021,Sun,0,0,0
L,5,9/19/2021,Sun,0,0,0
L,5,9/19/2021,Sun,0,0,0
L,6,9/19/2021,Sun,0,0,0
L,6,9/19/2021,Sun,0,3,3
L,6,9/19/2021,Sun,0,0,0
L,6,9/19/2021,Sun,0,0,0
L,7,9/19/2021,Sun,0,0,0
L,7,9/19/2021,Sun,0,0,0
L,7,9/19/2021,Sun,0,2,2
L,7,9/19/2021,Sun,0,3,3
L,8,9/19/2021,Sun,1,0,1
L,8,9/19/2021,Sun,0,2,2
L,8,9/19/2021,Sun,3,2,5
L,8,9/19/2021,Sun,2,1,3
L,9,9/19/2021,Sun,4,3,7
L,9,9/19/2021,Sun,2,3,5
L,9,9/19/2021,Sun,1,5,6
L,9,9/19/2021,Sun,3,4,7
L,10,9/19/2021,Sun,7,10,17
L,10,9/19/2021,Sun,0,2,2
L,10,9/19/2021,Sun,1,2,3
L,10,9/19/2021,Sun,8,4,12
L,11,9/19/2021,Sun,6,8,14
L,11,9/19/2021,Sun,3,6,9
L,11,9/19/2021,Sun,1,1,2
L,11,9/19/2021,Sun,2,1,3
L,12,9/19/2021,Sun,2,6,8
L,12,9/19/2021,Sun,2,1,3
L,12,9/19/2021,Sun,4,10,14
L,12,9/19/2021,Sun,2,1,3
L,13,9/19/2021,Sun,1,5,6
L,13,9/19/2021,Sun,0,8,8
L,13,9/19/2021,Sun,13,10,23
L,13,9/19/2021,Sun,4,5,9
L,14,9/19/2021,Sun,2,4,6
L,14,9/19/2021,Sun,1,1,2
L,14,9/19/2021,Sun,1,2,3
L,14,9/19/2021,Sun,13,11,24
L,15,9/19/2021,Sun,1,1,2
L,15,9/19/2021,Sun,3,0,3
L,15,9/19/2021,Sun,1,1,2
L,15,9/19/2021,Sun,4,0,4
L,16,9/19/2021,Sun,0,0,0
L,16,9/19/2021,Sun,0,3,3
L,16,9/19/2021,Sun,0,2,2
L,16,9/19/2021,Sun,0,5,5
L,17,9/19/2021,Sun,0,1,1
L,17,9/19/2021,Sun,7,1,8
L,17,9/19/2021,Sun,6,3,9
L,17,9/19/2021,Sun,1,5,6
L,18,9/19/2021,Sun,11,3,14
L,18,9/19/2021,Sun,5,2,7
L,18,9/19/2021,Sun,5,5,10
L,18,9/19/2021,Sun,2,4,6
L,19,9/19/2021,Sun,3,4,7
L,19,9/19/2021,Sun,4,7,11
L,19,9/19/2021,Sun,0,5,5
L,19,9/19/2021,Sun,7,4,11
L,20,9/19/2021,Sun,4,0,4
L,20,9/19/2021,Sun,1,2,3
L,20,9/19/2021,Sun,0,4,4
L,20,9/19/2021,Sun,3,1,4
L,21,9/19/2021,Sun,4,1,5
L,21,9/19/2021,Sun,0,0,0
L,21,9/19/2021,Sun,0,1,1
L,21,9/19/2021,Sun,0,0,0
L,22,9/19/2021,Sun,0,0,0
L,22,9/19/2021,Sun,0,0,0
L,22,9/19/2021,Sun,1,0,1
L,22,9/19/2021,Sun,0,0,0
L,23,9/19/2021,Sun,0,0,0
L,23,9/19/2021,Sun,0,0,0
L,23,9/19/2021,Sun,0,0,0
L,23,9/19/2021,Sun,0,0,0
L,0,9/20/2021,Mon,0,0,0
L,0,9/20/2021,Mon,0,0,0
L,0,9/20/2021,Mon,0,0,0
L,0,9/20/2021,Mon,0,0,0
L,1,9/20/2021,Mon,0,0,0
L,1,9/20/2021,Mon,0,0,0
L,1,9/20/2021,Mon,0,0,0
L,1,9/20/2021,Mon,0,0,0
L,2,9/20/2021,Mon,0,0,0
L,2,9/20/2021,Mon,1,0,1
L,2,9/20/2021,Mon,0,0,0
L,2,9/20/2021,Mon,0,0,0
L,3,9/20/2021,Mon,0,0,0
L,3,9/20/2021,Mon,0,0,0
L,3,9/20/2021,Mon,0,0,0
L,3,9/20/2021,Mon,0,0,0
L,4,9/20/2021,Mon,0,0,0
L,4,9/20/2021,Mon,0,0,0
L,4,9/20/2021,Mon,0,0,0
L,4,9/20/2021,Mon,0,0,0
L,5,9/20/2021,Mon,0,0,0
L,5,9/20/2021,Mon,0,0,0
L,5,9/20/2021,Mon,0,0,0
L,5,9/20/2021,Mon,0,1,1
L,6,9/20/2021,Mon,0,0,0
L,6,9/20/2021,Mon,1,2,3
L,6,9/20/2021,Mon,0,1,1
L,6,9/20/2021,Mon,0,0,0
L,7,9/20/2021,Mon,1,0,1
L,7,9/20/2021,Mon,0,0,0
L,7,9/20/2021,Mon,0,0,0
L,7,9/20/2021,Mon,0,0,0
L,8,9/20/2021,Mon,2,0,2
L,8,9/20/2021,Mon,0,3,3
L,8,9/20/2021,Mon,2,4,6
L,8,9/20/2021,Mon,3,3,6
L,9,9/20/2021,Mon,1,0,1
L,9,9/20/2021,Mon,1,4,5
L,9,9/20/2021,Mon,0,5,5
L,9,9/20/2021,Mon,0,0,0
L,10,9/20/2021,Mon,2,3,5
L,10,9/20/2021,Mon,1,0,1
L,10,9/20/2021,Mon,1,1,2
L,10,9/20/2021,Mon,1,2,3
L,11,9/20/2021,Mon,0,2,2
L,11,9/20/2021,Mon,4,2,6
L,11,9/20/2021,Mon,5,6,11
L,11,9/20/2021,Mon,2,3,5
L,12,9/20/2021,Mon,0,0,0
L,12,9/20/2021,Mon,0,2,2
L,12,9/20/2021,Mon,2,5,7
L,12,9/20/2021,Mon,5,1,6
L,13,9/20/2021,Mon,5,8,13
L,13,9/20/2021,Mon,5,1,6
L,13,9/20/2021,Mon,0,0,0
L,13,9/20/2021,Mon,1,1,2
L,14,9/20/2021,Mon,0,2,2
L,14,9/20/2021,Mon,0,2,2
L,14,9/20/2021,Mon,1,1,2
L,14,9/20/2021,Mon,5,5,10
L,15,9/20/2021,Mon,3,1,4
L,15,9/20/2021,Mon,3,1,4
L,15,9/20/2021,Mon,1,5,6
L,15,9/20/2021,Mon,1,3,4
L,16,9/20/2021,Mon,0,7,7
L,16,9/20/2021,Mon,0,1,1
L,16,9/20/2021,Mon,1,1,2
L,16,9/20/2021,Mon,0,6,6
L,17,9/20/2021,Mon,1,0,1
L,17,9/20/2021,Mon,0,0,0
L,17,9/20/2021,Mon,2,0,2
L,17,9/20/2021,Mon,0,2,2
L,18,9/20/2021,Mon,1,6,7
L,18,9/20/2021,Mon,9,5,14
L,18,9/20/2021,Mon,1,0,1
L,18,9/20/2021,Mon,5,7,12
L,19,9/20/2021,Mon,2,4,6
L,19,9/20/2021,Mon,0,3,3
L,19,9/20/2021,Mon,2,5,7
L,19,9/20/2021,Mon,4,2,6
L,20,9/20/2021,Mon,2,0,2
L,20,9/20/2021,Mon,1,0,1
L,20,9/20/2021,Mon,0,1,1
L,20,9/20/2021,Mon,0,0,0
L,21,9/20/2021,Mon,1,0,1
L,21,9/20/2021,Mon,0,1,1
L,21,9/20/2021,Mon,1,0,1
L,21,9/20/2021,Mon,0,0,0
L,22,9/20/2021,Mon,0,1,1
L,22,9/20/2021,Mon,0,0,0
L,22,9/20/2021,Mon,2,0,2
L,22,9/20/2021,Mon,2,0,2
L,23,9/20/2021,Mon,0,0,0
L,23,9/20/2021,Mon,0,0,0
L,23,9/20/2021,Mon,0,0,0
L,23,9/20/2021,Mon,0,0,0
L,0,9/21/2021,Tue,0,0,0
L,0,9/21/2021,Tue,0,0,0
L,0,9/21/2021,Tue,0,0,0
L,0,9/21/2021,Tue,0,0,0
L,1,9/21/2021,Tue,0,0,0
L,1,9/21/2021,Tue,0,0,0
L,1,9/21/2021,Tue,0,0,0
L,1,9/21/2021,Tue,0,0,0
L,2,9/21/2021,Tue,0,0,0
L,2,9/21/2021,Tue,0,0,0
L,2,9/21/2021,Tue,0,0,0
L,2,9/21/2021,Tue,0,0,0
L,3,9/21/2021,Tue,0,0,0
L,3,9/21/2021,Tue,0,0,0
L,3,9/21/2021,Tue,0,0,0
L,3,9/21/2021,Tue,0,0,0
L,4,9/21/2021,Tue,0,0,0
L,4,9/21/2021,Tue,0,0,0
L,4,9/21/2021,Tue,0,0,0
L,4,9/21/2021,Tue,0,0,0
L,5,9/21/2021,Tue,0,1,1
L,5,9/21/2021,Tue,0,0,0
L,5,9/21/2021,Tue,0,0,0
L,5,9/21/2021,Tue,0,0,0
L,6,9/21/2021,Tue,0,2,2
L,6,9/21/2021,Tue,2,1,3
L,6,9/21/2021,Tue,0,0,0
L,6,9/21/2021,Tue,2,0,2
L,7,9/21/2021,Tue,1,0,1
L,7,9/21/2021,Tue,0,1,1
L,7,9/21/2021,Tue,5,0,5
L,7,9/21/2021,Tue,0,0,0
L,8,9/21/2021,Tue,1,0,1
L,8,9/21/2021,Tue,0,0,0
L,8,9/21/2021,Tue,0,1,1
L,8,9/21/2021,Tue,0,0,0
L,9,9/21/2021,Tue,0,1,1
L,9,9/21/2021,Tue,0,0,0
L,9,9/21/2021,Tue,0,0,0
L,9,9/21/2021,Tue,0,0,0
L,10,9/21/2021,Tue,0,0,0
L,10,9/21/2021,Tue,0,3,3
L,10,9/21/2021,Tue,0,0,0
L,10,9/21/2021,Tue,2,1,3
L,11,9/21/2021,Tue,0,0,0
L,11,9/21/2021,Tue,4,1,5
L,11,9/21/2021,Tue,0,7,7
L,11,9/21/2021,Tue,1,0,1
L,12,9/21/2021,Tue,2,1,3
