Region,Time,date,day,Westbound,Eastbound,count
J,15,9/21/2021,Tue,8,5,13
J,16,9/21/2021,Tue,3,6,9
J,16,9/21/2021,Tue,2,2,4
J,16,9/21/2021,Tue,4,3,7
J,16,9/21/2021,Tue,3,3,6
J,17,9/21/2021,Tue,0,6,6
J,17,9/21/2021,Tue,0,1,1
J,17,9/21/2021,Tue,4,2,6
J,17,9/21/2021,Tue,2,1,3
J,18,9/21/2021,Tue,1,3,4
J,18,9/21/2021,Tue,1,3,4
J,18,9/21/2021,Tue,1,2,3
J,18,9/21/2021,Tue,3,2,5
J,19,9/21/2021,Tue,5,2,7
J,19,9/21/2021,Tue,2,1,3
J,19,9/21/2021,Tue,1,0,1
J,19,9/21/2021,Tue,1,0,1
J,20,9/21/2021,Tue,1,0,1
J,20,9/21/2021,Tue,1,0,1
J,20,9/21/2021,Tue,0,0,0
J,20,9/21/2021,Tue,1,0,1
J,21,9/21/2021,Tue,0,0,0
J,21,9/21/2021,Tue,1,2,3
J,21,9/21/2021,Tue,0,0,0
J,21,9/21/2021,Tue,1,0,1
J,22,9/21/2021,Tue,0,0,0
J,22,9/21/2021,Tue,0,0,0
J,22,9/21/2021,Tue,0,0,0
J,22,9/21/2021,Tue,0,1,1
J,23,9/21/2021,Tue,0,0,0
J,23,9/21/2021,Tue,0,0,0
J,23,9/21/2021,Tue,1,0,1
J,23,9/21/2021,Tue,0,0,0
J,0,9/22/2021,Wed,0,0,0
J,0,9/22/2021,Wed,0,0,0
J,0,9/22/2021,Wed,0,0,0
J,0,9/22/2021,Wed,0,0,0
J,1,9/22/2021,Wed,0,0,0
J,1,9/22/2021,Wed,0,0,0
J,1,9/22/2021,Wed,0,0,0
J,1,9/22/2021,Wed,0,0,0
J,2,9/22/2021,Wed,0,0,0
J,2,9/22/2021,Wed,0,0,0
J,2,9/22/2021,Wed,0,0,0
J,2,9/22/2021,Wed,0,0,0
J,3,9/22/2021,Wed,0,0,0
J,3,9/22/2021,Wed,0,0,0
J,3,9/22/2021,Wed,0,0,0
J,3,9/22/2021,Wed,0,0,0
J,4,9/22/2021,Wed,0,0,0
J,4,9/22/2021,Wed,0,0,0
J,4,9/22/2021,Wed,0,0,0
J,4,9/22/2021,Wed,0,1,1
J,5,9/22/2021,Wed,0,0,0
J,5,9/22/2021,Wed,0,1,1
J,5,9/22/2021,Wed,0,0,0
J,5,9/22/2021,Wed,1,3,4
J,6,9/22/2021,Wed,0,0,0
J,6,9/22/2021,Wed,0,3,3
J,6,9/22/2021,Wed,1,0,1
J,6,9/22/2021,Wed,0,1,1
J,7,9/22/2021,Wed,1,0,1
J,7,9/22/2021,Wed,0,1,1
J,7,9/22/2021,Wed,1,0,1
J,7,9/22/2021,Wed,2,2,4
J,8,9/22/2021,Wed,2,4,6
J,8,9/22/2021,Wed,2,1,3
J,8,9/22/2021,Wed,2,2,4
J,8,9/22/2021,Wed,1,1,2
J,9,9/22/2021,Wed,1,2,3
J,9,9/22/2021,Wed,5,4,9
J,9,9/22/2021,Wed,2,3,5
J,9,9/22/2021,Wed,2,5,7
J,10,9/22/2021,Wed,4,3,7
J,10,9/22/2021,Wed,1,1,2
J,10,9/22/2021,Wed,2,0,2
J,10,9/22/2021,Wed,0,2,2
J,11,9/22/2021,Wed,0,0,0
J,11,9/22/2021,Wed,0,1,1
J,11,9/22/2021,Wed,3,3,6
J,11,9/22/2021,Wed,1,3,4
J,12,9/22/2021,Wed,5,1,6
J,12,9/22/2021,Wed,0,1,1
J,12,9/22/2021,Wed,1,0,1
J,12,9/22/2021,Wed,1,1,2
J,13,9/22/2021,Wed,4,6,10
J,13,9/22/2021,Wed,5,1,6
J,13,9/22/2021,Wed,1,4,5
J,13,9/22/2021,Wed,0,0,0
J,14,9/22/2021,Wed,1,0,1
J,14,9/22/2021,Wed,3,2,5
J,14,9/22/2021,Wed,0,2,2
J,14,9/22/2021,Wed,1,3,4
J,15,9/22/2021,Wed,3,3,6
J,15,9/22/2021,Wed,2,1,3
J,15,9/22/2021,Wed,3,2,5
J,15,9/22/2021,Wed,4,1,5
J,16,9/22/2021,Wed,0,3,3
J,16,9/22/2021,Wed,0,1,1
J,16,9/22/2021,Wed,2,2,4
J,16,9/22/2021,Wed,1,0,1
J,17,9/22/2021,Wed,2,2,4
J,17,9/22/2021,Wed,4,1,5
J,17,9/22/2021,Wed,3,4,7
J,17,9/22/2021,Wed,0,2,2
J,18,9/22/2021,Wed,1,3,4
J,18,9/22/2021,Wed,1,1,2
J,18,9/22/2021,Wed,0,0,0
J,18,9/22/2021,Wed,0,0,0
J,19,9/22/2021,Wed,0,0,0
J,19,9/22/2021,Wed,3,0,3
J,19,9/22/2021,Wed,4,0,4
J,19,9/22/2021,Wed,6,2,8
J,20,9/22/2021,Wed,0,2,2
J,20,9/22/2021,Wed,0,0,0
J,20,9/22/2021,Wed,1,0,1
J,20,9/22/2021,Wed,0,0,0
J,21,9/22/2021,Wed,0,1,1
J,21,9/22/2021,Wed,0,0,0
J,21,9/22/2021,Wed,0,0,0
J,21,9/22/2021,Wed,0,0,0
J,22,9/22/2021,Wed,0,5,5
J,22,9/22/2021,Wed,1,0,1
J,22,9/22/2021,Wed,2,1,3
J,22,9/22/2021,Wed,0,2,2
J,23,9/22/2021,Wed,2,0,2
J,23,9/22/2021,Wed,1,2,3
J,23,9/22/2021,Wed,0,0,0
J,23,9/22/2021,Wed,0,0,0
K,0,9/16/2021,Thu,0,1,1
K,0,9/16/2021,Thu,0,0,0
K,0,9/16/2021,Thu,1,1,2
K,0,9/16/2021,Thu,0,0,0
K,1,9/16/2021,Thu,0,1,1
K,1,9/16/2021,Thu,0,0,0
K,1,9/16/2021,Thu,0,0,0
K,1,9/16/2021,Thu,0,0,0
K,2,9/16/2021,Thu,0,0,0
K,2,9/16/2021,Thu,0,0,0
K,2,9/16/2021,Thu,0,0,0
K,2,9/16/2021,Thu,0,0,0
K,3,9/16/2021,Thu,0,0,0
K,3,9/16/2021,Thu,0,0,0
K,3,9/16/2021,Thu,0,0,0
K,3,9/16/2021,Thu,0,0,0
K,4,9/16/2021,Thu,0,0,0
K,4,9/16/2021,Thu,0,0,0
K,4,9/16/2021,Thu,0,0,0
K,4,9/16/2021,Thu,0,0,0
K,5,9/16/2021,Thu,0,0,0
K,5,9/16/2021,Thu,0,0,0
K,5,9/16/2021,Thu,0,0,0
K,5,9/16/2021,Thu,1,1,2
K,6,9/16/2021,Thu,0,0,0
K,6,9/16/2021,Thu,0,0,0
K,6,9/16/2021,Thu,1,1,2
K,6,9/16/2021,Thu,0,2,2
K,7,9/16/2021,Thu,1,0,1
K,7,9/16/2021,Thu,1,0,1
K,7,9/16/2021,Thu,6,1,7
K,7,9/16/2021,Thu,0,2,2
K,8,9/16/2021,Thu,0,4,4
K,8,9/16/2021,Thu,1,4,5
K,8,9/16/2021,Thu,6,4,10
K,8,9/16/2021,Thu,9,8,17
K,9,9/16/2021,Thu,3,2,5
K,9,9/16/2021,Thu,1,2,3
K,9,9/16/2021,Thu,1,2,3
K,9,9/16/2021,Thu,2,11,13
K,10,9/16/2021,Thu,7,4,11
K,10,9/16/2021,Thu,3,9,12
K,10,9/16/2021,Thu,9,2,11
K,10,9/16/2021,Thu,4,12,16
K,11,9/16/2021,Thu,7,7,14
K,11,9/16/2021,Thu,11,10,21
K,11,9/16/2021,Thu,4,6,10
K,11,9/16/2021,Thu,7,9,16
K,12,9/16/2021,Thu,5,4,9
K,12,9/16/2021,Thu,7,11,18
K,12,9/16/2021,Thu,16,16,32
K,12,9/16/2021,Thu,8,9,17
K,13,9/16/2021,Thu,15,14,29
K,13,9/16/2021,Thu,15,14,29
K,13,9/16/2021,Thu,9,11,20
K,13,9/16/2021,Thu,12,8,20
K,14,9/16/2021,Thu,3,7,10
K,14,9/16/2021,Thu,5,8,13
K,14,9/16/2021,Thu,14,4,18
K,14,9/16/2021,Thu,9,7,16
K,15,9/16/2021,Thu,12,11,23
K,15,9/16/2021,Thu,10,14,24
K,15,9/16/2021,Thu,6,8,14
K,15,9/16/2021,Thu,3,4,7
K,16,9/16/2021,Thu,5,10,15
K,16,9/16/2021,Thu,5,4,9
K,16,9/16/2021,Thu,4,4,8
K,16,9/16/2021,Thu,8,3,11
K,17,9/16/2021,Thu,5,6,11
K,17,9/16/2021,Thu,0,8,8
K,17,9/16/2021,Thu,6,0,6
K,17,9/16/2021,Thu,2,4,6
K,18,9/16/2021,Thu,3,5,8
K,18,9/16/2021,Thu,12,4,16
K,18,9/16/2021,Thu,9,10,19
K,18,9/16/2021,Thu,13,10,23
K,19,9/16/2021,Thu,7,2,9
K,19,9/16/2021,Thu,1,11,12
K,19,9/16/2021,Thu,8,4,12
K,19,9/16/2021,Thu,3,1,4
K,20,9/16/2021,Thu,1,1,2
K,20,9/16/2021,Thu,0,2,2
K,20,9/16/2021,Thu,1,0,1
K,20,9/16/2021,Thu,0,1,1
K,21,9/16/2021,Thu,1,3,4
K,21,9/16/2021,Thu,1,0,1
K,21,9/16/2021,Thu,0,0,0
K,21,9/16/2021,Thu,0,0,0
K,22,9/16/2021,Thu,0,0,0
K,22,9/16/2021,Thu,1,1,2
K,22,9/16/2021,Thu,0,0,0
K,22,9/16/2021,Thu,1,2,3
K,23,9/16/2021,Thu,0,1,1
K,23,9/16/2021,Thu,0,0,0
K,23,9/16/2021,Thu,0,0,0
K,23,9/16/2021,Thu,0,3,3
K,0,9/17/2021,Fri,0,3,3
K,0,9/17/2021,Fri,0,0,0
K,0,9/17/2021,Fri,0,0,0
K,0,9/17/2021,Fri,0,0,0
K,1,9/17/2021,Fri,0,0,0
K,1,9/17/2021,Fri,0,0,0
K,1,9/17/2021,Fri,0,0,0
K,1,9/17/2021,Fri,0,0,0
K,2,9/17/2021,Fri,0,0,0
K,2,9/17/2021,Fri,0,0,0
K,2,9/17/2021,Fri,0,0,0
K,2,9/17/2021,Fri,0,0,0
K,3,9/17/2021,Fri,0,0,0
K,3,9/17/2021,Fri,0,0,0
K,3,9/17/2021,Fri,0,0,0
K,3,9/17/2021,Fri,0,0,0
K,4,9/17/2021,Fri,0,0,0
K,4,9/17/2021,Fri,0,0,0
K,4,9/17/2021,Fri,0,0,0
K,4,9/17/2021,Fri,0,0,0
K,5,9/17/2021,Fri,0,0,0
K,5,9/17/2021,Fri,0,0,0
K,5,9/17/2021,Fri,0,0,0
K,5,9/17/2021,Fri,1,1,2
K,6,9/17/2021,Fri,2,0,2
K,6,9/17/2021,Fri,0,0,0
K,6,9/17/2021,Fri,2,0,2
K,6,9/17/2021,Fri,0,2,2
K,7,9/17/2021,Fri,0,0,0
K,7,9/17/2021,Fri,2,2,4
K,7,9/17/2021,Fri,1,0,1
K,7,9/17/2021,Fri,5,1,6
K,8,9/17/2021,Fri,4,4,8
K,8,9/17/2021,Fri,6,4,10
K,8,9/17/2021,Fri,6,7,13
K,8,9/17/2021,Fri,6,3,9
K,9,9/17/2021,Fri,5,3,8
K,9,9/17/2021,Fri,5,4,9
K,9,9/17/2021,Fri,1,6,7
K,9,9/17/2021,Fri,3,2,5
K,10,9/17/2021,Fri,9,7,16
K,10,9/17/2021,Fri,10,13,23
K,10,9/17/2021,Fri,8,8,16
K,10,9/17/2021,Fri,4,5,9
K,11,9/17/2021,Fri,3,5,8
K,11,9/17/2021,Fri,6,4,10
K,11,9/17/2021,Fri,9,10,19
K,11,9/17/2021,Fri,10,9,19
K,12,9/17/2021,Fri,10,8,18
K,12,9/17/2021,Fri,16,11,27
K,12,9/17/2021,Fri,10,8,18
K,12,9/17/2021,Fri,7,16,23
K,13,9/17/2021,Fri,11,11,22
K,13,9/17/2021,Fri,12,11,23
K,13,9/17/2021,Fri,7,2,9
K,13,9/17/2021,Fri,6,9,15
K,14,9/17/2021,Fri,6,6,12
K,14,9/17/2021,Fri,3,4,7
K,14,9/17/2021,Fri,11,11,22
K,14,9/17/2021,Fri,6,7,13
K,15,9/17/2021,Fri,12,11,23
K,15,9/17/2021,Fri,9,11,20
K,15,9/17/2021,Fri,8,14,22
K,15,9/17/2021,Fri,13,7,20
K,16,9/17/2021,Fri,9,11,20
K,16,9/17/2021,Fri,7,14,21
K,16,9/17/2021,Fri,9,11,20
K,16,9/17/2021,Fri,10,8,18
K,17,9/17/2021,Fri,3,10,13
K,17,9/17/2021,Fri,6,7,13
K,17,9/17/2021,Fri,2,3,5
K,17,9/17/2021,Fri,9,9,18
K,18,9/17/2021,Fri,14,2,16
K,18,9/17/2021,Fri,6,4,10
K,18,9/17/2021,Fri,4,10,14
K,18,9/17/2021,Fri,10,5,15
K,19,9/17/2021,Fri,3,11,14
K,19,9/17/2021,Fri,5,4,9
K,19,9/17/2021,Fri,17,9,26
K,19,9/17/2021,Fri,5,13,18
K,20,9/17/2021,Fri,2,0,2
K,20,9/17/2021,Fri,5,2,7
K,20,9/17/2021,Fri,3,6,9
K,20,9/17/2021,Fri,4,2,6
K,21,9/17/2021,Fri,1,6,7
K,21,9/17/2021,Fri,1,1,2
K,21,9/17/2021,Fri,5,2,7
K,21,9/17/2021,Fri,1,0,1
K,22,9/17/2021,Fri,1,0,1
K,22,9/17/2021,Fri,2,3,5
K,22,9/17/2021,Fri,2,0,2
K,22,9/17/2021,Fri,0,3,3
K,23,9/17/2021,Fri,3,0,3
K,23,9/17/2021,Fri,0,0,0
K,23,9/17/2021,Fri,0,0,0
K,23,9/17/2021,Fri,0,0,0
K,0,9/18/2021,Sat,0,0,0
K,0,9/18/2021,Sat,0,0,0
K,0,9/18/2021,Sat,0,0,0
K,0,9/18/2021,Sat,0,0,0
K,1,9/18/2021,Sat,0,0,0
K,1,9/18/2021,Sat,0,0,0
K,1,9/18/2021,Sat,0,0,0
K,1,9/18/2021,Sat,0,0,0
K,2,9/18/2021,Sat,0,0,0
K,2,9/18/2021,Sat,0,0,0
K,2,9/18/2021,Sat,0,0,0
K,2,9/18/2021,Sat,0,0,0
K,3,9/18/2021,Sat,0,0,0
K,3,9/18/2021,Sat,0,0,0
K,3,9/18/2021,Sat,0,0,0
K,3,9/18/2021,Sat,0,0,0
K,4,9/18/2021,Sat,0,0,0
K,4,9/18/2021,Sat,0,0,0
K,4,9/18/2021,Sat,0,0,0
K,4,9/18/2021,Sat,0,0,0
K,5,9/18/2021,Sat,0,0,0
K,5,9/18/2021,Sat,0,0,0
K,5,9/18/2021,Sat,0,0,0
K,5,9/18/2021,Sat,0,0,0
K,6,9/18/2021,Sat,1,0,1
K,6,9/18/2021,Sat,0,0,0
K,6,9/18/2021,Sat,0,0,0
K,6,9/18/2021,Sat,0,0,0
K,7,9/18/2021,Sat,2,0,2
K,7,9/18/2021,Sat,2,0,2
K,7,9/18/2021,Sat,0,2,2
K,7,9/18/2021,Sat,1,2,3
K,8,9/18/2021,Sat,1,0,1
K,8,9/18/2021,Sat,2,7,9
K,8,9/18/2021,Sat,7,6,13
K,8,9/18/2021,Sat,3,1,4
K,9,9/18/2021,Sat,11,7,18
K,9,9/18/2021,Sat,4,3,7
K,9,9/18/2021,Sat,2,2,4
K,9,9/18/2021,Sat,8,15,23
K,10,9/18/2021,Sat,9,8,17
K,10,9/18/2021,Sat,9,0,9
K,10,9/18/2021,Sat,11,14,25
K,10,9/18/2021,Sat,12,7,19
K,11,9/18/2021,Sat,5,8,13
K,11,9/18/2021,Sat,4,5,9
K,11,9/18/2021,Sat,12,13,25
K,11,9/18/2021,Sat,9,12,21
K,12,9/18/2021,Sat,15,3,18
K,12,9/18/2021,Sat,6,3,9
K,12,9/18/2021,Sat,8,9,17
K,12,9/18/2021,Sat,6,13,19
K,13,9/18/2021,Sat,12,19,31
K,13,9/18/2021,Sat,11,9,20
K,13,9/18/2021,Sat,15,14,29
K,13,9/18/2021,Sat,9,23,32
K,14,9/18/2021,Sat,13,14,27
K,14,9/18/2021,Sat,16,13,29
K,14,9/18/2021,Sat,15,5,20
K,14,9/18/2021,Sat,3,6,9
K,15,9/18/2021,Sat,12,9,21
K,15,9/18/2021,Sat,10,12,22
K,15,9/18/2021,Sat,8,3,11
K,15,9/18/2021,Sat,10,5,15
K,16,9/18/2021,Sat,3,0,3
K,16,9/18/2021,Sat,2,1,3
K,16,9/18/2021,Sat,2,10,12
K,16,9/18/2021,Sat,10,6,16
K,17,9/18/2021,Sat,3,0,3
K,17,9/18/2021,Sat,3,2,5
K,17,9/18/2021,Sat,3,5,8
K,17,9/18/2021,Sat,2,2,4
K,18,9/18/2021,Sat,0,0,0
K,18,9/18/2021,Sat,3,0,3
K,18,9/18/2021,Sat,2,6,8
K,18,9/18/2021,Sat,6,7,13
K,19,9/18/2021,Sat,1,1,2
K,19,9/18/2021,Sat,3,4,7
K,19,9/18/2021,Sat,0,9,9
K,19,9/18/2021,Sat,6,8,14
K,20,9/18/2021,Sat,3,8,11
K,20,9/18/2021,Sat,8,9,17
K,20,9/18/2021,Sat,1,2,3
K,20,9/18/2021,Sat,1,0,1
K,21,9/18/2021,Sat,0,0,0
K,21,9/18/2021,Sat,0,1,1
K,21,9/18/2021,Sat,0,1,1
K,21,9/18/2021,Sat,0,0,0
K,22,9/18/2021,Sat,0,3,3
K,22,9/18/2021,Sat,0,0,0
K,22,9/18/2021,Sat,1,0,1
K,22,9/18/2021,Sat,0,0,0
K,23,9/18/2021,Sat,0,0,0
K,23,9/18/2021,Sat,0,0,0
K,23,9/18/2021,Sat,0,0,0
K,23,9/18/2021,Sat,7,0,7
K,0,9/19/2021,Sun,0,0,0
K,0,9/19/2021,Sun,1,0,1
K,0,9/19/2021,Sun,0,0,0
K,0,9/19/2021,Sun,0,4,4
K,1,9/19/2021,Sun,1,0,1
K,1,9/19/2021,Sun,0,0,0
K,1,9/19/2021,Sun,0,0,0
K,1,9/19/2021,Sun,0,0,0
K,2,9/19/2021,Sun,0,0,0
K,2,9/19/2021,Sun,0,0,0
K,2,9/19/2021,Sun,0,0,0
K,2,9/19/2021,Sun,0,0,0
K,3,9/19/2021,Sun,0,0,0
K,3,9/19/2021,Sun,0,0,0
K,3,9/19/2021,Sun,0,0,0
K,3,9/19/2021,Sun,0,0,0
K,4,9/19/2021,Sun,0,0,0
K,4,9/19/2021,Sun,0,0,0
K,4,9/19/2021,Sun,0,0,0
K,4,9/19/2021,Sun,0,0,0
K,5,9/19/2021,Sun,0,0,0
K,5,9/19/2021,Sun,0,0,0
K,5,9/19/2021,Sun,0,0,0
K,5,9/19/2021,Sun,0,0,0
K,6,9/19/2021,Sun,0,0,0
K,6,9/19/2021,Sun,0,0,0
K,6,9/19/2021,Sun,0,0,0
K,6,9/19/2021,Sun,0,0,0
K,7,9/19/2021,Sun,1,0,1
K,7,9/19/2021,Sun,1,0,1
K,7,9/19/2021,Sun,0,0,0
K,7,9/19/2021,Sun,0,2,2
K,8,9/19/2021,Sun,5,1,6
K,8,9/19/2021,Sun,2,1,3
K,8,9/19/2021,Sun,1,2,3
K,8,9/19/2021,Sun,4,3,7
K,9,9/19/2021,Sun,6,5,11
K,9,9/19/2021,Sun,0,1,1
K,9,9/19/2021,Sun,1,2,3
K,9,9/19/2021,Sun,1,1,2
K,10,9/19/2021,Sun,2,4,6
K,10,9/19/2021,Sun,4,8,12
K,10,9/19/2021,Sun,3,5,8
K,10,9/19/2021,Sun,1,1,2
K,11,9/19/2021,Sun,4,7,11
K,11,9/19/2021,Sun,7,4,11
K,11,9/19/2021,Sun,2,5,7
K,11,9/19/2021,Sun,0,0,0
K,12,9/19/2021,Sun,0,1,1
K,12,9/19/2021,Sun,10,10,20
K,12,9/19/2021,Sun,10,6,16
K,12,9/19/2021,Sun,4,2,6
K,13,9/19/2021,Sun,2,6,8
K,13,9/19/2021,Sun,3,3,6
K,13,9/19/2021,Sun,3,2,5
K,13,9/19/2021,Sun,0,5,5
K,14,9/19/2021,Sun,5,3,8
K,14,9/19/2021,Sun,2,3,5
K,14,9/19/2021,Sun,7,2,9
K,14,9/19/2021,Sun,5,3,8
K,15,9/19/2021,Sun,4,5,9
K,15,9/19/2021,Sun,2,1,3
K,15,9/19/2021,Sun,2,1,3
K,15,9/19/2021,Sun,2,1,3
K,16,9/19/2021,Sun,1,1,2
K,16,9/19/2021,Sun,3,4,7
K,16,9/19/2021,Sun,7,2,9
K,16,9/19/2021,Sun,1,7,8
K,17,9/19/2021,Sun,1,0,1
K,17,9/19/2021,Sun,2,0,2
K,17,9/19/2021,Sun,4,0,4
K,17,9/19/2021,Sun,6,3,9
K,18,9/19/2021,Sun,0,2,2
K,18,9/19/2021,Sun,1,6,7
K,18,9/19/2021,Sun,2,2,4
K,18,9/19/2021,Sun,1,6,7
K,19,9/19/2021,Sun,6,5,11
K,19,9/19/2021,Sun,5,2,7
K,19,9/19/2021,Sun,4,1,5
K,19,9/19/2021,Sun,1,2,3
K,20,9/19/2021,Sun,3,2,5
K,20,9/19/2021,Sun,1,2,3
K,20,9/19/2021,Sun,2,1,3
K,20,9/19/2021,Sun,1,6,7
K,21,9/19/2021,Sun,1,0,1
K,21,9/19/2021,Sun,0,0,0
K,21,9/19/2021,Sun,0,0,0
K,21,9/19/2021,Sun,0,0,0
K,22,9/19/2021,Sun,0,1,1
K,22,9/19/2021,Sun,0,0,0
K,22,9/19/2021,Sun,0,0,0
K,22,9/19/2021,Sun,0,0,0
K,23,9/19/2021,Sun,0,0,0
K,23,9/19/2021,Sun,0,0,0
K,23,9/19/2021,Sun,0,0,0
K,23,9/19/2021,Sun,0,0,0
K,0,9/20/2021,Mon,0,0,0
K,0,9/20/2021,Mon,0,0,0
K,0,9/20/2021,Mon,0,0,0
K,0,9/20/2021,Mon,0,0,0
K,1,9/20/2021,Mon,0,0,0
K,1,9/20/2021,Mon,0,0,0
K,1,9/20/2021,Mon,0,0,0
K,1,9/20/2021,Mon,0,0,0
K,2,9/20/2021,Mon,0,0,0
K,2,9/20/2021,Mon,0,0,0
K,2,9/20/2021,Mon,0,0,0
K,2,9/20/2021,Mon,0,0,0
K,3,9/20/2021,Mon,0,0,0
K,3,9/20/2021,Mon,0,0,0
K,3,9/20/2021,Mon,0,0,0
K,3,9/20/2021,Mon,0,0,0
K,4,9/20/2021,Mon,0,0,0
K,4,9/20/2021,Mon,0,0,0
K,4,9/20/2021,Mon,0,0,0
K,4,9/20/2021,Mon,0,0,0
K,5,9/20/2021,Mon,1,2,3
K,5,9/20/2021,Mon,0,0,0
K,5,9/20/2021,Mon,0,0,0
K,5,9/20/2021,Mon,0,1,1
K,6,9/20/2021,Mon,0,0,0
K,6,9/20/2021,Mon,1,2,3
K,6,9/20/2021,Mon,0,2,2
K,6,9/20/2021,Mon,0,0,0
K,7,9/20/2021,Mon,0,0,0
K,7,9/20/2021,Mon,0,2,2
K,7,9/20/2021,Mon,2,1,3
K,7,9/20/2021,Mon,0,0,0
K,8,9/20/2021,Mon,5,2,7
K,8,9/20/2021,Mon,3,4,7
K,8,9/20/2021,Mon,5,4,9
K,8,9/20/2021,Mon,2,3,5
K,9,9/20/2021,Mon,5,8,13
K,9,9/20/2021,Mon,5,5,10
K,9,9/20/2021,Mon,3,3,6
K,9,9/20/2021,Mon,6,9,15
K,10,9/20/2021,Mon,3,5,8
K,10,9/20/2021,Mon,3,1,4
K,10,9/20/2021,Mon,5,5,10
K,10,9/20/2021,Mon,6,5,11
K,11,9/20/2021,Mon,14,8,22
K,11,9/20/2021,Mon,6,7,13
K,11,9/20/2021,Mon,4,3,7
K,11,9/20/2021,Mon,5,8,13
K,12,9/20/2021,Mon,12,9,21
K,12,9/20/2021,Mon,8,3,11
K,12,9/20/2021,Mon,10,12,22
K,12,9/20/2021,Mon,10,5,15
K,13,9/20/2021,Mon,7,5,12
K,13,9/20/2021,Mon,9,8,17
K,13,9/20/2021,Mon,3,4,7
K,13,9/20/2021,Mon,9,9,18
K,14,9/20/2021,Mon,7,6,13
K,14,9/20/2021,Mon,2,8,10
K,14,9/20/2021,Mon,1,2,3
K,14,9/20/2021,Mon,9,4,13
K,15,9/20/2021,Mon,5,8,13
K,15,9/20/2021,Mon,3,5,8
K,15,9/20/2021,Mon,3,3,6
K,15,9/20/2021,Mon,10,10,20
K,16,9/20/2021,Mon,6,10,16
K,16,9/20/2021,Mon,5,8,13
K,16,9/20/2021,Mon,4,7,11
K,16,9/20/2021,Mon,2,7,9
K,17,9/20/2021,Mon,5,3,8
K,17,9/20/2021,Mon,20,10,30
K,17,9/20/2021,Mon,3,8,11
K,17,9/20/2021,Mon,1,3,4
K,18,9/20/2021,Mon,5,2,7
K,18,9/20/2021,Mon,5,6,11
K,18,9/20/2021,Mon,12,8,20
K,18,9/20/2021,Mon,3,3,6
K,19,9/20/2021,Mon,4,8,12
K,19,9/20/2021,Mon,3,3,6
K,19,9/20/2021,Mon,3,0,3
K,19,9/20/2021,Mon,6,3,9
K,20,9/20/2021,Mon,4,1,5
K,20,9/20/2021,Mon,0,0,0
K,20,9/20/2021,Mon,0,1,1
K,20,9/20/2021,Mon,0,0,0
K,21,9/20/2021,Mon,0,0,0
K,21,9/20/2021,Mon,0,1,1
K,21,9/20/2021,Mon,0,0,0
K,21,9/20/2021,Mon,0,0,0
K,22,9/20/2021,Mon,1,1,2
K,22,9/20/2021,Mon,0,0,0
K,22,9/20/2021,Mon,1,0,1
K,22,9/20/2021,Mon,0,0,0
K,23,9/20/2021,Mon,0,0,0
K,23,9/20/2021,Mon,0,0,0
K,23,9/20/2021,Mon,0,3,3
K,23,9/20/2021,Mon,0,0,0
K,0,9/21/2021,Tue,0,0,0
K,0,9/21/2021,Tue,0,0,0
K,0,9/21/2021,Tue,0,0,0
K,0,9/21/2021,Tue,0,0,0
K,1,9/21/2021,Tue,0,0,0
K,1,9/21/2021,Tue,0,0,0
K,1,9/21/2021,Tue,0,0,0
K,1,9/21/2021,Tue,0,0,0
K,2,9/21/2021,Tue,0,0,0
K,2,9/21/2021,Tue,0,0,0
K,2,9/21/2021,Tue,0,0,0
K,2,9/21/2021,Tue,0,0,0
K,3,9/21/2021,Tue,0,0,0
K,3,9/21/2021,Tue,0,0,0
K,3,9/21/2021,Tue,0,0,0
K,3,9/21/2021,Tue,0,0,0
K,4,9/21/2021,Tue,0,0,0
K,4,9/21/2021,Tue,0,0,0
K,4,9/21/2021,Tue,1,0,1
K,4,9/21/2021,Tue,0,2,2
K,5,9/21/2021,Tue,0,0,0
K,5,9/21/2021,Tue,0,0,0
K,5,9/21/2021,Tue,0,0,0
K,5,9/21/2021,Tue,0,0,0
K,6,9/21/2021,Tue,2,2,4
K,6,9/21/2021,Tue,2,0,2
K,6,9/21/2021,Tue,0,0,0
K,6,9/21/2021,Tue,1,0,1
K,7,9/21/2021,Tue,0,0,0
K,7,9/21/2021,Tue,1,0,1
K,7,9/21/2021,Tue,7,4,11
K,7,9/21/2021,Tue,1,0,1
K,8,9/21/2021,Tue,1,0,1
K,8,9/21/2021,Tue,0,0,0
K,8,9/21/2021,Tue,2,3,5
K,8,9/21/2021,Tue,1,0,1
K,9,9/21/2021,Tue,4,13,17
K,9,9/21/2021,Tue,2,3,5
K,9,9/21/2021,Tue,1,2,3
K,9,9/21/2021,Tue,2,4,6
K,10,9/21/2021,Tue,3,1,4
K,10,9/21/2021,Tue,5,5,10
K,10,9/21/2021,Tue,2,5,7
K,10,9/21/2021,Tue,6,1,7
K,11,9/21/2021,Tue,1,1,2
K,11,9/21/2021,Tue,2,1,3
K,11,9/21/2021,Tue,7,13,20
K,11,9/21/2021,Tue,9,12,21
K,12,9/21/2021,Tue,6,3,9
K,12,9/21/2021,Tue,4,6,10
K,12,9/21/2021,Tue,2,4,6
K,12,9/21/2021,Tue,8,7,15
K,13,9/21/2021,Tue,4,5,9
K,13,9/21/2021,Tue,0,3,3
K,13,9/21/2021,Tue,6,8,14
K,13,9/21/2021,Tue,6,6,12
